customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,is_senior,has_family,avg_monthly_charge,is_long_term_contract,has_streaming,has_support_or_security,payment_type
3572-UOLYZ,Female,0,No,Yes,46.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,No,25-48,4,0,0,86.06195652173913,0,0,1,bank
7550-WIQVA,Male,0,Yes,Yes,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,5431.4,No,49-60,7,0,1,108.62799999999999,1,1,1,electronic
7568-PODML,Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,0-12,2,0,0,45.3,0,1,0,mailed
7567-ECMCM,Male,0,No,No,24.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No,13-24,2,0,0,83.375,0,1,0,credit
6445-TNRXS,Male,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,61+,8,0,1,115.43897058823529,1,1,1,bank
8174-LNWMW,Female,0,No,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No,25-48,1,0,0,22.23709677419355,1,0,0,credit
3566-CAAYU,Female,0,Yes,Yes,64.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35,No,61+,4,0,1,50.16171875,1,1,1,electronic
2845-HSJCY,Female,0,Yes,Yes,14.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,13-24,4,0,1,89.89999999999999,0,1,0,electronic
9501-UKKNL,Male,0,No,No,59.0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,No,49-60,3,0,0,50.94576271186441,0,1,1,electronic
5214-NLTIT,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,No,61+,4,0,1,90.44166666666666,1,1,0,credit
7295-JOMMD,Female,0,No,Yes,4.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Yes,0-12,5,0,0,99.075,0,1,1,bank
3707-LRWZD,Female,0,No,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,25-48,3,0,0,86.9328125,1,1,0,electronic
2573-GYRUU,Male,1,Yes,No,48.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,No,25-48,4,1,0,91.05729166666667,0,1,0,credit
6295-OSINB,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No,61+,7,0,0,109.44791666666667,1,1,1,electronic
3071-VBYPO,Male,0,Yes,Yes,3.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0-12,4,0,1,82.8,0,1,1,electronic
8639-NHQEI,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,61+,5,0,1,96.58541666666666,1,1,1,bank
5950-AAAGJ,Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,No,13-24,3,0,0,85.4388888888889,0,1,0,bank
2274-XUATA,Male,1,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,No,61+,6,1,0,65.07708333333333,1,1,1,bank
5307-DZCVC,Female,1,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,25-48,3,1,0,82.14375,0,1,0,credit
1564-NTYXF,Female,1,No,No,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,13-24,3,1,0,86.70769230769231,0,1,0,electronic
0909-SDHNU,Female,0,No,Yes,7.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No,0-12,1,0,0,28.849999999999998,0,0,1,mailed
5876-HZVZM,Female,0,Yes,Yes,6.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,Yes,0-12,3,0,1,60.89166666666667,0,0,1,credit
1575-KRZZE,Female,0,No,No,4.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No,0-12,3,0,0,55.1625,0,0,1,electronic
3752-CQSJI,Female,0,Yes,Yes,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,No,13-24,1,0,1,19.576923076923077,0,0,0,mailed
0868-VJRDR,Male,0,Yes,No,64.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No,61+,6,0,0,103.21171875,1,1,1,credit
9584-EXCDZ,Female,0,No,No,17.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No,13-24,1,0,0,68.56470588235294,0,0,0,bank
0980-PVMRC,Female,0,Yes,Yes,40.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,No,25-48,3,0,1,50.91375,0,1,0,electronic
8108-UXRQN,Female,0,Yes,Yes,11.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,0-12,3,0,1,51.39545454545455,0,1,1,electronic
6377-KSLXC,Male,0,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,No,0-12,1,0,0,21.41,0,0,0,mailed
7892-QVYKW,Female,0,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,13-24,3,0,1,81.23478260869565,0,1,0,electronic
8932-CZHRQ,Male,0,No,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,No,61+,6,0,0,76.9595588235294,1,1,1,credit
2254-DLXRI,Female,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,No,0-12,3,0,0,79.15,0,0,0,mailed
4077-HWUYD,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,61+,8,0,1,89.76597222222222,1,1,1,bank
8745-PVESG,Female,0,No,No,57.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,49-60,3,0,0,39.61842105263158,1,0,1,credit
8261-GWDBQ,Female,1,Yes,No,60.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,No,49-60,8,1,0,115.43166666666666,1,1,1,bank
3258-SANFR,Male,1,No,No,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,276.5,No,0-12,1,1,0,46.083333333333336,0,0,0,credit
7449-HVPIV,Male,0,Yes,Yes,55.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,49-60,4,0,1,92.71181818181817,0,1,0,credit
3244-CQPHU,Female,1,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,61+,7,1,0,107.59305555555555,1,1,1,bank
5208-FVQKB,Male,0,Yes,No,70.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,No,61+,5,0,0,66.63071428571428,1,1,1,mailed
6413-XKKPU,Male,0,Yes,Yes,17.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,13-24,4,0,1,90.55588235294118,0,1,1,electronic
0003-MKNFE,Male,0,No,No,9.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,0-12,3,0,0,60.266666666666666,0,1,0,mailed
3399-BMLVW,Male,0,Yes,Yes,51.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,No,49-60,4,0,1,61.20490196078431,1,0,1,credit
5996-EBTKM,Female,0,Yes,Yes,67.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.9,4615.9,No,61+,5,0,1,68.89402985074626,1,1,1,bank
7595-EUIVN,Female,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,0-12,2,0,0,75.8,0,0,0,electronic
8993-PHFWD,Female,0,No,No,3.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,0-12,0,0,0,19.633333333333333,0,0,0,electronic
7351-MHQVU,Female,0,No,No,6.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,0-12,4,0,0,51.26666666666667,0,1,1,credit
9700-ISPUP,Female,0,Yes,Yes,10.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0-12,4,0,1,61.69,0,1,1,electronic
0682-USIXD,Female,0,Yes,No,21.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,No,13-24,3,0,0,86.61428571428571,0,1,1,electronic
0023-XUOPT,Female,0,Yes,No,13.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,Yes,13-24,5,0,0,93.5076923076923,0,1,0,electronic
8630-QSGXK,Male,0,Yes,No,51.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,No,49-60,5,0,0,76.49509803921569,1,1,1,bank
3458-IDMFK,Male,0,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,No,25-48,1,0,0,19.976,1,0,0,mailed
3642-BYHDO,Female,0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,No,61+,1,0,1,19.56830985915493,1,0,0,bank
2800-VEQXM,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,No,0-12,2,0,0,79.36666666666666,0,0,0,mailed
2514-GINMM,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,0-12,2,0,0,79.5,0,1,0,electronic
8065-BVEPF,Male,1,No,No,65.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,No,61+,5,1,0,99.94076923076922,0,1,0,bank
0687-ZVTHB,Male,0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes,61+,6,0,1,71.59769230769231,1,1,1,credit
9361-YNQWJ,Female,0,No,No,64.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,No,61+,2,0,0,25.01875,1,0,0,bank
1154-HYWWO,Male,0,No,No,38.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,No,25-48,5,0,0,71.26842105263158,1,1,1,mailed
6198-PNNSZ,Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,No,49-60,7,0,0,109.10089285714285,1,1,1,bank
5893-KCLGT,Female,0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567.0,No,61+,1,0,0,21.76388888888889,1,0,0,mailed
0013-MHZWF,Female,0,No,Yes,9.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No,0-12,4,0,0,63.49444444444445,0,1,1,credit
0582-AVCLN,Female,0,No,No,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,No,25-48,1,0,0,19.553947368421053,1,0,0,mailed
4385-ZKVNW,Male,0,Yes,Yes,44.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No,25-48,3,0,1,57.934090909090905,0,0,1,bank
7898-PDWQE,Male,0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,61+,7,0,0,80.66408450704225,1,1,1,credit
8468-EHYJA,Female,0,Yes,No,57.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,No,49-60,5,0,0,96.43947368421053,0,1,1,electronic
2027-OAQQC,Female,0,No,No,43.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Yes,25-48,3,0,0,48.283720930232555,0,1,0,bank
4359-INNWN,Female,0,No,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,13-24,1,0,0,19.876470588235293,1,0,0,credit
9451-LPGOO,Male,0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,Yes,0-12,3,0,0,88.62142857142858,0,1,0,electronic
1981-INRFU,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,0-12,2,0,0,82.25,0,1,0,electronic
6292-TOSSS,Male,0,No,No,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,No,49-60,2,0,0,23.905,1,0,0,bank
9385-NXKDA,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,No,61+,7,0,0,82.21319444444445,1,1,1,credit
9553-DLCLU,Female,0,No,Yes,13.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No,13-24,8,0,0,89.36538461538461,1,1,1,credit
6429-SHBCB,Male,0,No,No,19.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,13-24,4,0,0,73.39736842105263,0,1,0,mailed
3373-DIUUN,Male,0,Yes,Yes,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,No,25-48,1,0,1,23.73,1,0,0,mailed
1502-XFCVR,Female,0,No,No,58.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,49-60,6,0,0,105.96293103448276,1,1,1,electronic
3750-YHRYO,Male,0,Yes,Yes,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,No,0-12,1,0,1,21.428571428571427,1,0,0,mailed
2400-FEQME,Male,0,Yes,Yes,55.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,49-60,1,0,1,21.417272727272728,1,0,0,mailed
4451-RWASJ,Male,0,Yes,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,239.75,No,13-24,1,0,1,15.983333333333333,1,0,0,mailed
8100-PNJMH,Male,0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,No,61+,8,0,1,90.18676470588235,1,1,1,credit
5515-AKOAJ,Female,0,No,No,54.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,Yes,49-60,5,0,0,100.7574074074074,0,1,1,electronic
7895-VONWT,Female,0,No,No,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,No,25-48,3,0,0,51.751999999999995,0,1,0,electronic
2013-SGDXK,Female,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,0-12,3,0,0,84.3,0,1,0,electronic
2545-LXYVJ,Male,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,No,61+,1,0,0,20.72361111111111,1,0,0,bank
0674-GCDXG,Male,0,No,No,63.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No,61+,6,0,0,71.0984126984127,1,1,1,bank
4518-FZBSX,Male,0,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,No,25-48,1,0,1,20.354761904761904,1,0,0,mailed
4360-QRAVE,Male,1,No,No,37.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315.0,No,25-48,2,1,0,35.54054054054054,0,0,0,electronic
5687-DKDTV,Female,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,Yes,0-12,1,0,0,19.375,0,0,0,mailed
2788-CJQAQ,Male,0,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,270.2,No,13-24,1,0,0,20.784615384615385,1,0,0,mailed
2621-UDNLU,Female,0,Yes,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,72.0,No,0-12,1,0,0,24.0,0,0,0,mailed
9637-EIHEQ,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,0-12,2,0,0,50.8,0,0,1,electronic
7691-XVTZH,Female,0,Yes,No,68.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,61+,4,0,0,87.85735294117647,1,1,0,bank
5424-RLQLC,Male,0,No,No,10.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,0-12,3,0,0,63.895,0,1,0,mailed
1599-MMYRQ,Male,0,Yes,Yes,62.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,No,61+,3,0,1,80.37177419354839,1,0,1,credit
9588-YRFHY,Male,0,No,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,No,49-60,1,0,0,20.869387755102043,1,0,0,credit
5970-GHJAW,Male,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,No,25-48,1,0,1,18.747826086956522,1,0,0,credit
6203-HBZPA,Male,0,No,No,52.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No,49-60,6,0,0,64.13365384615385,1,1,1,credit
2208-NQBCT,Female,0,Yes,Yes,26.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,25-48,3,0,1,79.6173076923077,0,0,1,electronic
4694-PHWFW,Female,0,No,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,No,0-12,1,0,0,21.3625,0,0,0,mailed
7817-BOQPW,Female,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Yes,0-12,2,0,0,83.15,0,0,0,electronic
0042-RLHYP,Female,0,Yes,Yes,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1396.9,No,61+,1,0,1,20.244927536231884,1,0,0,bank
9626-WEQRM,Female,0,No,No,4.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,No,0-12,1,0,0,27.5125,0,0,1,mailed
5035-BVCXS,Male,0,No,No,11.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,0-12,2,0,0,78.76363636363637,0,0,0,mailed
0423-UDIJQ,Male,1,No,No,9.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,0-12,2,1,0,49.766666666666666,0,0,1,mailed
5766-XQXMQ,Female,0,No,No,29.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,25-48,5,0,0,67.94827586206897,0,1,1,bank
4250-WAROZ,Male,1,Yes,Yes,60.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,49-60,5,1,1,96.2425,0,1,1,electronic
9057-MSWCO,Male,1,Yes,No,27.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,25-48,1,1,0,29.81851851851852,0,0,1,credit
6217-KDYWC,Male,0,No,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,49-60,1,0,0,20.5359649122807,1,0,0,mailed
6390-DSAZX,Female,0,No,Yes,1.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,0-12,2,0,0,73.6,0,0,1,mailed
3186-BAXNB,Female,0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,0-12,4,0,0,91.7,0,1,1,electronic
8917-FAEMR,Female,0,No,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,No,25-48,1,0,0,21.195945945945947,1,0,0,mailed
8204-YJCLA,Male,1,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,61+,6,1,1,65.72708333333334,1,1,1,bank
8714-EUHJO,Female,0,Yes,Yes,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Yes,25-48,4,0,1,96.62741935483871,0,1,0,electronic
8878-RYUKI,Female,0,No,No,52.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,49-60,3,0,0,58.5326923076923,0,1,0,electronic
6941-KXRRV,Female,1,Yes,No,48.0,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,25-48,3,1,0,58.11875,1,1,0,bank
1894-IGFSG,Female,0,No,No,22.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,13-24,3,0,0,86.72045454545454,0,1,0,electronic
5899-MQZZL,Female,0,No,No,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,Yes,13-24,2,0,0,76.88076923076923,0,0,0,mailed
9152-AMKAK,Male,0,No,No,6.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,80.25,493.4,No,0-12,6,0,0,82.23333333333333,1,1,1,mailed
6135-OZQVA,Female,0,No,No,7.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,0-12,3,0,0,57.76428571428572,0,0,1,electronic
3407-JMJQQ,Female,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,No,61+,7,0,1,107.91267605633803,1,1,1,bank
4919-MOAVT,Male,0,No,Yes,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,Yes,0-12,1,0,0,73.36666666666666,0,0,0,electronic
5825-XJOCM,Male,0,No,Yes,48.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,25-48,5,0,0,63.23645833333333,1,0,1,bank
3948-FVVRP,Male,0,Yes,Yes,9.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,No,0-12,3,0,1,50.31111111111111,0,0,1,mailed
3070-DVEYC,Male,1,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,0-12,2,1,0,77.87857142857142,0,0,0,mailed
6240-EURKS,Female,0,No,Yes,18.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,Yes,13-24,1,0,0,30.72222222222222,0,1,0,electronic
7446-YPODE,Male,1,No,No,11.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,662.95,No,0-12,4,1,0,60.26818181818182,0,0,1,bank
2959-FENLU,Female,0,No,No,9.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,No,0-12,3,0,0,86.82222222222222,0,1,0,credit
